0;0;
0;0;
0.2;3079360;
0.4;5524294;
0.6;2026593;
0.8;1947667;
1.0;2065480;
1.2;2184700;
1.4;2308467;
1.6;2420662;
1.8;2535467;
2.0;2643733;
2.2;2329355;
2.4;2007590;
2.6;2123080;
2.8;2231701;
3.0;2345278;
3.2;2459933;
3.4;2583647;
3.6;2685844;
3.8;2652626;
4.0;1879459;
4.2;1879534;
4.4;1881109;
4.6;1880344;
4.8;1879763;
5.0;1881659;
5.2;1699931;
5.4;1291660;
5.6;1927543;
5.8;1944754;
6.0;1980709;
6.2;2002868;
6.4;2039332;
6.6;2071890;
6.8;2138450;
7.0;1910211;
7.2;1955655;
7.4;2005500;
7.6;2052825;
7.8;2102858;
8.0;2124147;
8.2;2157971;
8.4;2053787;
8.6;1880894;
8.8;1885711;
9.0;1965901;
9.2;2048395;
9.4;2127466;
9.6;2198794;
9.8;2253661;
10.0;1939346;
10.2;2035885;
10.4;2120080;
10.6;2187078;
10.8;2205342;
11.0;2290125;
11.2;2386883;
11.4;2309779;
11.6;1883846;
11.8;1881294;
12.0;1881962;
12.2;1883463;
12.4;1885389;
12.6;1891439;
12.8;1941208;
13.0;1910193;
13.2;1948428;
13.4;1981367;
13.6;2014818;
13.8;2043108;
14.0;2052285;
14.2;2113487;
14.4;1879641;
14.6;1881580;
14.8;1882939;
15.0;1881453;
15.2;1877862;
15.4;1882640;
15.6;1931360;
15.8;1883032;
16.0;1880939;
16.2;1877777;
16.4;1880637;
16.6;1880805;
16.8;1886231;
17.0;2005915;
17.2;2011444;
17.4;2134398;
17.6;2246566;
17.8;2329897;
18.0;2414103;
18.2;2527900;
18.4;2627145;
18.6;2779744;
18.8;1931793;
19.0;1875529;
19.2;1877486;
19.4;1876321;
19.6;1878768;
19.8;1879722;
20.0;1931518;
20.2;1879283;
20.4;1880758;
20.6;1879432;
20.8;1881429;
21.0;1880303;
21.2;1880157;
21.4;1933097;
21.6;1881426;
21.8;1882394;
22.0;1879902;
22.2;1883301;
22.4;1881502;
22.6;1880105;
22.8;1933426;
23.0;1882416;
23.2;1880274;
23.4;1880413;
23.6;1880990;
23.8;1881895;
24.0;1878741;
24.2;1933482;
24.4;1880174;
24.6;1881076;
24.8;1881461;
25.0;1881506;
25.2;1883239;
